binary,label
001000000010,2
001000000001011,4
11000100100,4
11001,3
11101,4
1,1
000100001,2
1101100110110000,8
100101100110010,7
0111011000010,6
0111110011010111,11
010010001010,4
11,2
10011100,4
11010111,6
011101100001,6
0011110110011100,9
1111011,6
00010,1
110110,4
1000110100,4
1001010110,5
010110001000,4
0101001110111,8
01,1
11111111100010,10
001111001010110,8
110111100101,8
11,2
1110100,4
0011001001010,5
1000010111011,7
10101,3
100111,4
000000111011,5
001,1
1101,3
10,1
100001,2
100001111010,6
0000010011,3
0000101001000,3
001100111,5
111000,3
0010001101,4
000,0
01101011,5
11011110100,7
101100000001,4
1001011,4
101111110000,7
00,0
0,0
1000111,4
10110100,4
101000001,3
110101111011,9
001010011101,6
001000000,1
10010,2
000,0
011000001,3
1001001011,5
010010111,5
1,1
1011000000,3
111100,4
10101111010111,10
0100011011,5
101000100,3
011110000111,7
101100,3
00000101000101,4
1011001100,5
10010001101101,7
0101011,4
001011111001011,9
11101000,4
1,1
0000100110110,5
010001001111,6
0111011000101101,9
111,3
0101,2
0100000101100111,7
110110111010,8
100,1
10000001001,3
00100110,3
110110011000,6
001,1
000001100011,4
0101001,3
101,2
000111111111,9
111001111001000,8
0010,1
1,1
01110011001011,8
01101011,5
1010001101100000,6
100011110,5
00111,3
111010,4
100110000010010,5
011,2
0000010100,2
10111010000110,7
001100,2
1111110000,6
001010100011,5
1001010101011001,8
0,0
101,2
000001001,2
111111,6
11,2
1010110,4
100,1
01101,3
0110110,4
1001110101100,7
101111011111,10
0110100001111,7
11011110000,6
0110000100101101,7
1000100010,3
1100101111100,8
1010001,3
010110,3
0011,2
110111010000101,8
01110101011,7
0101101000,4
1111000100,5
11110001100,6
0101011011110011,10
0010000100,2
0,0
00111111010,7
10100101,4
01000,1
0,0
0011100001,4
11110,4
010110,3
011001011,5
10101,3
01000111101,6
01110011,5
10010,2
111,3
11110110110,8
01100010111100,7
1111111,7
11110,4
0000100010011011,6
11110111000,7
11,2
10011011100,6
0,0
110100111011010,9
1,1
00100,1
0001001111111010,9
010101011000110,7
00111010,4
00000011,2
100000,1
00101000000010,3
111,3
000110010100,4
011110110110,8
10011,3
001111,4
01111110010110,9
110011,4
1011,3
1110,3
010010,2
1101,3
000101110,4
10100100,3
0011010110,5
0101001111111110,11
10101,3
1000101001001,5
01,1
0,0
100110,3
00101010110111,8
100,1
0010010010100000,4
1100000,2
110101111,7
111110,5
1100,2
00,0
11,2
00010,1
110000111,5
011000101010,5
10010111100011,8
00110001011010,6
10110011000,5
1101011001,6
1000110101010,6
0001001101111100,8
11,2
000100011,3
101100100,4
0010000110101000,5
01000100110,4
10010101111010,8
10010,2
0001101,3
101,2
0101101000000,4
0001100,2
00001,1
11,2
110011110110010,9
0,0
100111,4
101111000,5
0100011100101100,7
0100011,3
010,1
1111010,5
100110010010000,5
00111111010,7
0,0
0010010011101,6
1001010,3
11,2
110100,3
01011,3
10101000,3
010,1
11,2
101,2
11101101101,8
000,0
011100011101100,8
110,2
010101000,3
0000101001100,4
00,0
000,0
0110,2
000111001000,4
11,2
01001111,5
01,1
10011000100,4
11110011,6
010111101011,8
010111101101,8
0,0
111011011,7
0110101001,5
100011100000,4
00111010110010,7
001111001111,8
10100010,3
0,0
1010101,4
100111,4
011000011011010,7
001010001111111,9
10001011000001,5
0010010011,4
00001,1
1111100111011110,12
1011100001100,6
110011,4
101,2
1010110,4
011000101,4
00,0
1001110101011110,10
000011100001,4
01101,3
011010011000010,6
0010010101101011,8
11101110010010,8
00011,2
01101010,4
11,2
001011,3
1011100011110,8
11010,3
0011011010011,7
11010,3
1000011,3
0110100101,5
1100100000,3
011000001001111,7
010010011,4
11010001,4
1100011,4
1000111101,6
01001100011010,6
110101,4
0,0
10100000000,2
00100000110110,5
1,1
00010110000101,5
11010011,5
111,3
0111011110011100,10
01000011,3
0010,1
11101001010010,7
010001010110,5
001011,3
0011011,4
010111111,7
1010001100001101,7
001,1
1001010101111,8
0011,2
11010100110,6
1001001,3
01,1
10101,3
0110000,2
100101,3
101000011,4
01100110,4
000011,2
10110110110,7
0110100,3
1100111,5
01100000101010,5
0100110010000000,4
1000111101010010,8
1000,1
0100001100001,4
00101,2
1011111,6
101010010000011,6
0100101100,4
1100101111,7
111101100,6
001011111110,8
1100,2
01011100110,6
010,1
000010000010010,3
0011001,3
101,2
1011,3
1100101101110111,11
0011000010100,4
0110000010000,3
001100000101,4
0110000011100,5
11100001,4
110010111100,7
01001101110,6
010,1
1000000,1
1011011100101,8
111000111000,6
0111111000110110,10
0110101100110,7
1,1
0010,1
1010001010111011,9
1101011010001010,8
1,1
1000100,2
001111001101111,10
00011,2
01010110010,5
10010,2
00111111110,8
011011100,5
0011110100001,6
0110011111,7
01,1
0101100,3
0100000,1
1010010100100110,7
00010001110111,7
1011010,4
1000101010111110,9
0011101110000,6
00011,2
11001101111,8
0001010,2
110110001,5
1,1
1111111101,9
001110010010,5
1001000000101,4
000001011,3
100110000101,5
0000110100111001,7
00110100,3
0111010001,5
1000001001,3
101111011001111,11
01,1
110001101010011,8
01111111101001,10
11100,3
10001101000,4
0101100001010,5
00,0
000101110100,5
10101101110,7
110110,4
01,1
0101111,5
101010101,5
1,1
11000,2
0111111000011,8
1010110,4
01110000011,5
11110,4
10001011010,5
0110001011110001,8
1010,2
011011,4
0,0
11100000000,3
001001101110111,9
11101101,6
01011,3
111,3
01111111111100,11
011101,4
0001101,3
100110000,3
1,1
000000100,1
100111100000,5
111100000001000,5
1000000101,3
101100111110011,10
101,2
001001001010,4
1010,2
111000100100,5
00010011000010,4
01011011,5
01110,3
11,2
1,1
11,2
01010001100101,6
000001000110,3
00110010010010,5
1100100001100100,6
0111111101001,9
1001110110000100,7
0011101101001,7
000011111100011,8
0101101001111,8
00001100101110,6
00101,2
010,1
100001000001,3
1101011100011010,9
110011101100,7
1000011001,4
0101011110100101,9
011,2
01100011,4
11001010,4
001010,2
1101,3
00110101010110,7
1,1
011110,4
001001,2
11,2
1100100100,4
01000010,2
1001001001,4
001010011011,6
0100110,3
11101101101,8
00101,2
10111101100,7
1101110001,6
0101111001001,7
000100010010,3
001110000001100,5
1011010011010,7
011110001001,6
001010111,5
0100111001001,6
011001,3
0100100111100,6
11,2
10000100011000,4
11111,5
001011001011110,8
1010100010011110,8
1,1
011001000,3
0101,2
10111110001,7
110,2
1010010011,5
11101010011,7
0,0
100,1
110110001001,6
0101111001,6
11000010,3
00110100,3
00,0
110111100,6
100110,3
11011100,5
001000001,2
110011110,6
111001001,5
01111000010,5
1101100010,5
1101,3
00100110010110,6
0100000010101100,5
11001,3
0111100,4
1111101010101011,11
010000001100,3
111100100101101,9
1011010001010,6
1011110,5
0110,2
1011100,4
01,1
1,1
1110000,3
11110000001110,7
0011,2
100101001111,7
000111000001101,6
00110011,4
00011110110000,6
10,1
1001010011,5
0111,3
01101011000010,6
10100,2
101,2
0110,2
1110001001001,6
00,0
1,1
00,0
1110100,4
000110,2
100011,3
010000,1
00,0
1001100100011,6
0010000010100,3
00,0
1,1
10000000100,2
00001011,3
0,0
1100,2
1,1
1010,2
001101100011111,9
1001111010010011,9
10011001,4
1010011010000,5
01010,2
10010111,5
00100,1
10110000011000,5
100000,1
0111101101001,8
1101011,5
1,1
110000011011,6
010000,1
10011001111,7
110000111110,7
11000111010101,8
000100001101,4
1001100001110010,7
0110001111111110,11
110010100110,6
0111000,3
111011100111010,10
1,1
100110001,4
001011,3
1101,3
100101,3
0100001011110,6
1111101010001110,10
00000111110,5
10111111,7
00,0
1,1
00100100101011,6
100101110,5
0,0
01110011,5
0110,2
0001111001010,6
0110,2
001101,3
10111111001,8
00001101011,5
100111010,5
011010101,5
00,0
1101110011011,9
1000,1
10001,2
00011111010111,9
000,0
1110010001110,7
1101,3
1100111110100101,10
01011,3
0,0
0110110000000,4
00011,2
1100101,4
101011101011011,10
01110,3
11110001,5
1010111010,6
01000110111,6
100111,4
110,2
010110011,5
0010111111110,9
110100,3
011111011110100,10
01110010001,5
1001110110101,8
01010,2
11110110011111,11
100000001,2
0100111110,6
1111011111100,10
001,1
111001100110101,9
1110010010111100,9
00001110111000,6
1010100010101,6
1111,4
01001100100111,7
111011,5
1,1
1110101010110011,10
001010011,4
100111000101,6
1110110111000110,10
10,1
111,3
10000,1
01011110,5
10001011010,5
000100011111,6
0010001000,2
0110110000,4
000011101100001,6
0110101101111011,11
0101101,4
000110101110011,8
0011110,4
1000001,2
11,2
011100000010100,5
010000011111,6
0101,2
1011000101011011,9
0010000001100001,4
0000010000011,3
101110110001001,8
01001101100110,7
001101111,6
0000000011100110,5
0001,1
0110,2
10101100,4
0101,2
100111000111001,8
011111001010,7
0101,2
100111,4
101001,3
00010110,3
0,0
0,0
0101101010010110,8
0,0
111001,4
111110,5
1101,3
01101101,5
1110101010101101,10
0001000100010,3
10,1
111010001111,8
000010,1
001011011100,6
00010,1
1000010001,3
0000,0
010100,2
010001110100,5
10,1
00111,3
10101000100,4
011001,3
1111,4
001101000011,5
00101,2
0001,1
0110011100100100,7
110000111,5
1111011010,7
001,1
001101001,4
0001110,3
0011,2
010,1
110000111110001,8
1100110,4
001010110000,4
01,1
10010110001,5
11001100,4
000111000001010,5
011010010000,4
101,2
1,1
0,0
100010,2
0001000,1
101101010101,7
110,2
11,2
1000001101,4
01000111110111,9
111110101110,9
1,1
10100,2
00100,1
1100111,5
001101000,3
11011100111100,9
010000101000010,4
100,1
00000,0
10011100,4
0011010010000,4
11010,3
1,1
0101000001011,5
001,1
0010,1
111000,3
11111011111,10
110011110,6
11111,5
0110011,4
00010,1
1011010,4
1001,2
1000011,3
0011,2
101101,4
100100001011011,7
11,2
1100010,3
1101011010011,8
11111,5
1011011011110111,12
01101100,4
00100111,4
0101111,5
1,1
11011100101,7
11101,4
10010010,3
11001011011,7
11,2
11011011011,8
1001,2
11011011,6
1101110110000,7
00100100,2
010,1
0010101000011000,5
000110010001010,5
001111111011010,10
110010101,5
1011,3
100000000,1
01100000,2
1100,2
01010100001,4
011010100000011,6
011001001,4
11010001110,6
101100001011,6
10000000000,1
1111011110,8
1100000110,4
000,0
0,0
10,1
01001111110,7
10100011001110,7
0000000011110,4
000110,2
1110000110,5
101,2
111110111,8
0011000111010000,6
0,0
111111,6
0101011,4
01010011,4
11,2
101011110,6
11000001110,5
01,1
11011,4
00,0
00101001011,5
010100011101100,7
01110001,4
001000000,1
001110,3
010111,4
010,1
11,2
00,0
0101,2
1101101001000,6
011010,3
001110111111111,12
01001,2
11010001000010,5
011,2
110010011,5
0,0
0100,1
1010,2
001111101001000,7
11101100,5
00001011,3
000000011,2
1010010001,4
1,1
001,1
0100001,2
0110001,3
01111101111,9
101110000100,5
11111010,6
001,1
0101111110100,8
010000,1
0000110,2
000000001,1
111000101010011,8
1110111011001,9
0111010011001,7
00101000110000,4
0001,1
110111,5
0110101,4
00,0
000110101011,6
100111010,5
01,1
1001011,4
011001001100,5
0110111100001,7
000110001,3
001111001000,5
10111100010001,7
00110001111,6
10111,4
1010000010100010,5
0111,3
010110001110,6
00100010110,4
1,1
000010100101001,5
01000011,3
0011000,2
01001101,4
0,0
110010,3
111100100,5
010101,3
10010011010010,6
0001010110111111,10
100110011001011,8
00110010,3
010111010110,7
111101001,6
10,1
01,1
0111010110001010,8
0010110111111011,11
1100000,2
111011100,6
1,1
100000000100010,3
1,1
000,0
0100010110,4
0001,1
1000000001100110,5
1001010,3
1100000,2
11,2
0,0
101000,2
111110100,6
110,2
0,0
0101010,3
110001111101,8
1110010111111,10
01111110,6
00000110011,4
00,0
010000110,3
110000,2
0011000,2
11001,3
10,1
01001110011101,8
100001110100011,7
0010000111,4
00001000111100,5
100,1
01000001100,3
1000011111,6
11101100100101,8
11011100,5
0011100110,5
1001000,2
01110001100001,6
010100110101,6
111,3
11000111011000,7
0001010000111,5
1,1
1001010010010010,6
01110010,4
1001101,4
1,1
0010001001011011,7
000010101,3
000000,0
1011100001101110,9
101110101010,7
010010,2
000101100101,5
10100100,3
1101011110111,10
111011,5
0000,0
00111010,4
001100110111111,10
001001011101,6
001110001010010,6
1100100,3
100100001101010,6
011111010,6
1111,4
11010100100110,7
1,1
1010110010101000,7
0101010010110,6
00111101,5
1011110,5
1011111100,7
01,1
01,1
010110111100000,7
111100000,4
0111101100000101,8
111010111111111,13
00011,2
000100101011,5
000001,1
0100111,4
00110,2
000010100,2
101000110,4
01001111111,8
0110100100,4
101111000010100,7
0001000010101110,6
011111110101,9
1010,2
100101010,4
010,1
011101011101110,10
00011010001011,6
11111110001101,10
00,0
0,0
0110000110,4
0100110110111100,9
10101,3
000101000001,3
101111,5
00110101100,5
100101010110111,9
0010000010100,3
111000010110100,7
101,2
0100111000110000,6
0101,2
10011011110,7
01010101,4
1100110,4
10101111010000,7
10,1
1110101011000110,9
10,1
000001,1
010,1
00,0
0010111110111010,10
100101100001111,8
0,0
00110,2
0100010,2
1001111,5
00110110110,6
1001110100000000,5
0000111,3
0,0
1001000100010,4
0111110111,8
10000,1
11011000,4
001011,3
010011111110011,10
1,1
0010011010010,5
000000110000111,5
101010010,4
11110000,4
01,1
0001001110000100,5
10001001001001,5
0,0
00011100101010,6
01101000110,5
111011,5
10100010001,4
00100100,2
1001000111010010,7
00000000,0
000101011111,7
11010110000001,6
1010,2
010100010,3
10101111,6
11010111000,6
0100001111011011,9
101,2
1111001,5
0101010,3
1,1
11,2
11010,3
111001100010011,8
0011101110010,7
0,0
000000,0
0111110111111111,14
0000100100,2
0001000,1
111000,3
0110110001,5
1011010100011110,9
101,2
1100011110000001,7
0111011000,5
0100,1
00100,1
110010111000,6
0100111001000,5
110101100010001,7
110110,4
010111110,6
10110110,5
01000,1
1110110010111,9
111100001,5
01000100110,4
10111111,7
010010011111,7
1000,1
1011,3
110,2
01111000000,4
00011,2
1011010011,6
110100,3
01010110010,5
110110101111010,10
0110,2
000110001,3
0111001,4
11110110,6
01100,2
100,1
1,1
011111,5
100111011101,8
0101110110,6
1111,4
0011100001111110,9
001110100001,5
1010111010,6
01001011,4
001,1
0101000000110,4
01101,3
1011011010001101,9
010111001100,6
11,2
10111011000,6
01111011110010,9
000010100100,3
011,2
1011100,4
110000110110100,7
111101100,6
1001111001,6
11010011,5
10111010010000,6
1,1
100101100100011,7
1100000,2
1,1
100101100011,6
01001110111011,9
1100101010010100,7
01001110,4
11,2
10111000,4
011000010000110,5
100,1
10011,3
1110001000110000,6
110,2
01000101000100,4
00010011,3
0010000111011101,8
1111,4
1,1
01111001,5
1,1
111,3
1001,2
11010010100,5
010000111,4
0000010001,2
010111000,4
1001101011101000,8
01100111110100,8
1011010,4
111010000,4
1110001111,7
01010000110,4
11000001001,4
1101110100111,9
1,1
001000001100,3
1111101,6
0,0
0111100000,4
0010100100,3
0,0
10,1
01011111010,7
110001011010,6
0111010111011,9
1000111111100,8
1010101010001,6
1111101010111,10
1001101,4
000100111110100,7
101,2
0101,2
0111110111001011,11
000001010,2
1000,1
0,0
1,1
11101111011000,9
01000,1
000011100111,6
0001,1
1000,1
0,0
00110,2
00110111011,7
10,1
10000110110000,5
1,1
01111,4
110100110,5
001001001,3
111,3
000101111001,6
0000,0
11101000111111,10
00,0
001,1
100,1
110000100111110,8
10010111110,7
1101101,5
0010111011,6
100,1
00100001111,5
1,1
11010011,5
01111000010,5
001011,3
01,1
0011111001,6
1001111100,6
1100111000,5
100,1
1011000,3
00101,2
001,1
0011011000010,5
1101010,4
11000,2
0010000100111001,6
101011110,6
1101000111,6
0110011000001,5
011001010,4
0100,1
1011,3
0,0
000,0
001110000110100,6
101111110010111,11
10,1
0001011001,4
1000010110101,6
11111110,7
10,1
0011,2
110,2
00,0
10010110100010,6
1100010001110,6
1,1
0101,2
0100000,1
011100000010,4
0011,2
1110101101,7
011001100100,5
010110111010,7
1000100100111010,7
000,0
00110001101,5
11001110101001,8
00101,2
00001110001000,4
101010001,4
110001100,4
111011010100011,9
110110011,6
10110,3
001101,3
100101100110,6
00110010100010,5
1100011011,6
10100101011,6
1011111100110,9
100100,2
1,1
00000,0
10101111110,8
001000000,1
001,1
0101011101011011,10
1011011011010,8
1,1
000101111,5
10,1
001000,1
0110101101,6
111011011111011,12
011000001001111,7
1101000001111011,9
01101001010,5
10101111,6
011000,2
11110001,5
0110010111111011,11
01100100,3
10000,1
001001,2
00010000110,3
11010100010,5
00110,2
10,1
111101,5
11100101,5
01010100001101,6
1001001000010,4
10100,2
1101010011100110,9
0100000101000,3
10010101010,5
11010101,5
1000,1
0010010,2
0110,2
011001,3
1011101011,7
01110011110,7
1,1
10010000,2
1111010110011,9
011000000001100,4
1011101111,8
01101,3
0001110111,6
101011,4
010100000,2
000011010000,3
0,0
0101000000100101,5
001001101110,6
00100010010011,5
01000010,2
010101010000,4
01111001,5
0100100110,4
01100100,3
100011,3
0010110111011100,9
1011001100000000,5
01001000,2
100100010,3
0110100001100,5
0000010101101,5
10100010111,6
000010010,2
10011110101,7
10011100,4
1111011010,7
0000100,1
100010011110001,7
1100100,3
0000010101000,3
1100,2
1111010,5
110,2
0010111101110,8
011101110,6
000110110100,5
110011000101,6
010110,3
1011011000110,7
0011,2
1100101011001111,10
101110000110,6
100111100,5
0001111011,6
0010101,3
10,1
000010101001,4
00100101011110,7
11001110,5
11111,5
11100,3
10000010,2
0110011000100,5
1111,4
110000110011100,7
011011101001,7
00,0
10101,3
0001100,2
000011,2
001010,2
0100000000101,3
1101,3
1100010,3
01101101110110,9
00,0
01,1
000001,1
011010001,4
001,1
101111,5
010010,2
00000000110111,5
101110100,5
0,0
11,2
0100000,1
11000111,5
00101,2
10111100,5
01111,4
0110110010101100,8
10010110,4
1101001,4
1111010001,6
0001010111101011,9
010111001100,6
11011,4
0111101011110,9
1011101,5
011101,4
00111111111,9
1011010011,6
10101100011,6
0100111111010110,10
010011011010,6
111,3
11011001100,6
0001010000111,5
0101010011111,8
000110,2
1011110101,7
1011,3
01101001,4
1001111001,6
001101010,4
011,2
011101000,4
110,2
010,1
01000001001,3
0011000000100,3
0000110011,4
0010001,2
0,0
001,1
01110110011,7
01110000101001,6
00100110011001,6
11111000,5
00000100,1
0111001110001100,8
100001100111101,8
0,0
01011100,4
0011000,2
0,0
00001111101100,7
101011000,4
11111010101,8
0,0
100101111011,8
1110,3
10,1
01010,2
000111010110110,8
1101010111,7
10,1
0100010010101110,7
11101,4
01000000100,2
01010,2
110010110,5
0,0
110100001,4
00010,1
0111,3
110110,4
01111,4
000,0
00,0
100111100110,7
010001,2
0100011111100000,7
1101100101011111,11
0101101,4
10101,3
1011,3
10100111011,7
01110,3
00000,0
01010,2
01,1
10,1
0010,1
11,2
0100101010,4
1001011,4
101111110,7
00011100,3
10011,3
00,0
01011111,6
0110,2
011100001,4
11001100011011,8
110,2
11,2
00000100110010,4
01,1
001111,4
1001100001001101,7
0110011100101010,8
110010011111,8
111011,5
00,0
111,3
1100010,3
10111100,5
1000111010011,7
000010011000011,5
1010011011111110,11
11010000,3
01,1
010000001,2
0,0
0,0
11001000010101,6
11,2
0001001,2
0010000010100,3
11011011011,8
011111,5
001110010111100,8
000000,0
101,2
1000000000001,2
111111,6
0,0
101001001,4
11,2
101,2
100011111,6
01111010001,6
0101,2
111,3
1001,2
101,2
0010000010,2
000,0
110001100,4
1100110000001101,7
1100100111010,7
011010010101,6
10,1
1100101111000101,9
10111111110101,11
01010101101,6
110111101000101,9
01000,1
1,1
10,1
1,1
000,0
111100011,6
0000010101110100,6
10001110,4
001,1
101,2
00100,1
110101100,5
11001,3
00111,3
011000,2
0100100110,4
10011,3
10,1
0111,3
0110,2
110,2
1,1
01010,2
01010001110100,6
0100100101011,6
111011110,7
1000110,3
1111111000,7
111011010111,9
000011101100,5
1011011110001100,9
011100010,4
1100011111,7
110,2
01000000110000,3
001101101,5
101001010010001,6
00,0
0,0
10,1
101,2
110111011101,9
00110101,4
100100010,3
111100010001,6
01000010,2
0100101,3
1100,2
1010000101,4
1110,3
0100111,4
000011101001,5
1110,3
01011010000,4
111010000100,5
1000011000111011,8
1,1
01110111000,6
010110100011,6
0,0
100110001111000,7
1111010110,7
0,0
1110,3
001101,3
0001101,3
110,2
1010,2
1010100011,5
0,0
1111111000100,8
1101101100101111,11
1111,4
1001101110100,7
00000101110,4
110110,4
0001011001,4
1011001001,5
0010,1
001101011101,7
1,1
010101111,6
000100110010101,6
0101,2
111000101,5
01100,2
1110101100,6
0111110001100000,7
00010101,3
0001110111000,6
101,2
100100010,3
0111010000011100,7
01000111,4
1100111010101,8
00001010,2
111000100010,5
00110011100,5
1111101001,7
0001000010001,3
00011110010,5
0111010011,6
100001,2
1011011001110,8
11111,5
1,1
1000010110,4
100,1
11111110101101,11
10,1
00010010111,5
001010,2
1010010,3
000010,1
0011000,2
011001111101111,11
10110101110,7
0001,1
11110,4
01000100110100,5
0110101101110,8
100001011100010,6
111,3
0101,2
1001000110101,6
000010010000011,4
001101,3
0011000100000,3
000100000001111,5
1100101110,6
1010011001,5
10,1
1,1
00000111001111,7
1101100001011111,10
000,0
00001000000010,2
001,1
0110111,5
101011010111011,10
0101110,4
11,2
0,0
0110100101,5
101,2
1000001,2
11110111,7
10000100110,4
00010000010111,5
100011,3
01101111011,8
0001110,3
011010100,4
0011010011,5
011,2
000011111,5
1011101,5
11100110001,6
00000111,3
101,2
011001,3
000000010,1
1,1
100011110101,7
0100011000111,6
00011100001100,5
011101110100100,8
10111100010,6
110010011,5
11110,4
100111111,7
100,1
00010100,2
11111100,6
110111,5
110111110,7
111100001000001,6
10111,4
101011101111010,10
11010110101100,8
010111101,6
01011010011,6
0,0
1001000,2
0101101,4
01,1
1000110010110101,8
0101111110010,8
1,1
0101110111,7
1000010000011111,7
1001000000001,3
001001,2
0100110,3
0100011000001,4
010010,2
11111111,8
101011111100110,10
1100101111,7
001000,1
1100100000,3
001,1
1000100010,3
101101,4
010000101101011,7
1111000,4
000000,0
01110101000,5
000101,2
001,1
0011111101,7
0001111101000,6
0,0
111101,5
1101,3
00111100,4
01101001100,5
01101,3
000100110111000,6
00011,2
1000011100000,4
1000110011010000,6
00111,3
000100111110111,9
110010,3
001,1
1001,2
111001111010,8
10,1
010011000,3
001001001101101,7
011100111100,7
1,1
10000,1
00,0
00110101010,5
1100110011000,6
01011100,4
10001,2
001110,3
11,2
1011110,5
1000010100,3
101,2
000101010101,5
1110,3
110011,4
1,1
000111011110001,8
1011111000100,7
100101001,4
10101110,5
010000,1
10,1
1011111101010,9
110110101,6
10001100100001,5
01000000,1
10,1
10001010,3
0,0
010100111001,6
001000,1
11100,3
00011110010,5
11101001101,7
10,1
10,1
0010101100,4
1101111101110000,10
0111010100,5
010100000,2
111,3
10110110,5
011111101,7
01101101011,7
0000001,1
0101111,5
100101,3
001101111111,9
0010000110100,4
01110001100,5
00001011010,4
001111111101,9
00000011011,4
01000100011101,6
010001101,4
11100,3
1110011011011101,11
110110100,5
1100100111111,9
00011101,4
01010110111111,10
11110,4
001011101,5
10,1
0,0
00100100,2
10001,2
10,1
10001,2
000000,0
0011110000010000,5
110001111101001,9
101100001011,6
011011000111,7
1001100110,5
10,1
1,1
0101,2
0,0
110100000100,4
1111000111,7
1010111001000000,6
1011110110,7
0101110,4
1001010010101,6
10000011110,5
000000110010110,5
01011101,5
010001100,3
110100,3
11001000,3
10,1
0,0
1000,1
010,1
100001,2
1,1
0,0
1,1
100,1
000010000011,3
0010000,1
1000,1
001,1
111010,4
0,0
1100010000001101,6
001,1
10,1
11110101,6
0101001110001100,7
110101000,4
10010,2
1101010011,6
0001010000,2
10110011101,7
100010111001,6
011,2
10001111,5
0111100,4
01110010011,6
01011111001,7
100001010100,4
011000101010000,5
110010010,4
00,0
001,1
1111,4
0111100101010001,8
1001100101,5
1100,2
0,0
111,3
10100001111,6
1110011000110,7
011001000,3
111111,6
1011001110001110,9
1111100,5
0111,3
0110011111,7
101000,2
11,2
011111101,7
101100101111,8
000101,2
0,0
1011010010110,7
10011011,5
100101100,4
0010000,1
0011010010101001,7
011111,5
110001,3
00001,1
001,1
1010100010101100,7
0111100001,5
01010111011,7
0111110,5
00,0
01011010,4
11,2
0010000111,4
01101011101010,8
0,0
0110100100111,7
0000000,0
01100000010110,5
1100010,3
0011000110,4
1011,3
1001101100111000,8
01001110001011,7
0110011100110100,8
1,1
00111011100,6
001,1
0111101100011,8
11,2
010000100,2
010,1
011,2
01,1
111000000011,5
0100111,4
1,1
110,2
000,0
00010001,2
0000000011101,4
0011,2
1001011011011100,9
01100110011000,6
110,2
11,2
111110001,6
01001110011001,7
01000101001,4
1,1
101011111,7
00110010101,5
01,1
11110101110,8
1110011000111,8
101011100,5
11111001,6
1101010,4
01,1
1101100100001011,8
0000001110,3
00,0
010100101010,5
0011111,5
011011000101,6
0100110,3
011110010111,8
1000000111110010,7
001100011010,5
1101111,6
1000101100,4
0,0
00011100111,6
1001111011110011,11
10,1
00,0
101010,3
001000,1
001110100,4
100011,3
1001,2
0110110,4
000,0
110101010,5
010,1
01000,1
0010,1
1,1
00101010,3
0111111011110011,12
1101100011001001,8
0110010010,4
1,1
110110100,5
00101101001110,7
101111,5
01010101,4
100100110,4
0001110,3
001,1
00100,1
1101011001111001,10
11011001011,7
1001,2
1011010010111010,9
01101,3
1111101101001,9
10000,1
0010100001100,4
10100,2
0010010000,2
1111001101000111,10
011,2
01110,3
0111101,5
010011110001110,8
10011000001,4
110110111,7
110101101010,7
10101100,4
1101011011,7
101110011111,9
1000,1
110,2
0000,0
0111101000010,6
100010,2
011110000,4
0,0
11111000101,7
10111011100,7
001,1
1,1
10011101010,6
100,1
0110111011,7
1111,4
110110101,6
0101,2
011100101,5
110000001101,5
01110000000101,5
0011011111,7
0,0
1100000111111,8
101001010010010,6
00,0
0101,2
0000000,0
110010001,4
0110110,4
00001111,4
100,1
0110,2
101101101010,7
0111011010,6
10011001,4
00011100,3
011010,3
1,1
110111,5
100000,1
1011110001000001,7
100001,2
11000101111100,8
001,1
1100011000011101,8
0110010110,5
0,0
100101,3
0,0
100110,3
11010000010000,4
1,1
0010010111,5
1000010011101100,7
0100,1
1100011111011,9
10111,4
10,1
010,1
0001111100,5
01,1
000,0
1011111011,8
01,1
1011001,4
110101001100,6
01101111010010,8
01001010001001,5
111101101100011,10
11111001000110,8
101010,3
01101111,6
001011001111,7
0000,0
0111,3
1100,2
00100001,2
0,0
01000,1
1101001100110010,8
10001110,4
0,0
111110001000010,7
010001011,4
0010001,2
100,1
0110000001,3
11110,4
11,2
001111,4
01000110,3
110011101110,8
1001111011100,8
1111,4
0111000,3
011010010,4
110,2
0111101110,7
1001000001,3
111111101101,10
1100,2
0110010001010,5
011111000,5
1100011100101111,10
101100111110,8
1000001,2
011001010,4
001,1
111100,4
0100000010001,3
011101001111100,9
1010000010001,4
0001,1
11010101011,7
110011100100,6
010111100000100,6
10010,2
0000011001,3
1110010,4
100110010,4
00011010011010,6
1100001110,5
1111100000,5
0010010,2
1101111001,7
0100,1
1000,1
1111001,5
010,1
110,2
0,0
10000111001,5
001100,2
1100110001111001,9
0010,1
1110101100,6
00001110101,5
110100010010000,5
00001,1
11111100,6
00100100,2
1100011110010001,8
1010110000111,7
1,1
111110111100111,12
110111100,6
010101110,5
000100010100001,4
10010101010,5
0011010000011000,5
10,1
100110001101,6
0011001000,3
0,0
0,0
10010101000,4
1011010001100,6
01100000,2
00011,2
0100001100,3
010010011011,6
1110101101,7
0011,2
100101101000,5
001110,3
101101110,6
1110011,5
00001110,3
100,1
10111010001011,8
101111,5
00000000,0
111,3
110001110011,7
0111111,6
0100111010,5
0010,1
10011,3
1011000101110,7
00,0
011,2
00111000,3
01010100,3
0,0
00101101111,7
1000,1
1011000,3
110100,3
110111110101,9
0111001001001,6
100110110111,8
110011010000100,6
0110000110,4
